FECHA_REGISTRO;ANIO_REGISTRO;CLASE;DEPARTAMENTO;CANTIDAD 
5/08/2019;2019;CUADRICICLO;Antioquia;1
6/12/2019;2019;BUS;Antioquia;1
28/11/2019;2019;BUS;Antioquia;1
6/12/2019;2019;BUS;Antioquia;1
6/12/2019;2019;BUS;Antioquia;1
6/12/2019;2019;BUS;Antioquia;1
6/12/2019;2019;BUS;Antioquia;1
28/11/2019;2019;BUS;Antioquia;1
6/12/2019;2019;BUS;Antioquia;1
3/09/2019;2019;CUADRICICLO;Bogota D.C.;1
18/09/2019;2019;CUADRICICLO;Bogota D.C.;1
6/12/2019;2019;BUS;Antioquia;1
28/11/2019;2019;BUS;Antioquia;1
6/12/2019;2019;BUS;Antioquia;1
6/12/2019;2019;BUS;Antioquia;1
6/12/2019;2019;BUS;Antioquia;1
17/06/2020;2020;AUTOMOVIL;Bogota D.C.;1
23/12/2021;2021;AUTOMOVIL;Antioquia;1
14/12/2020;2020;AUTOMOVIL;Antioquia;1
25/10/2021;2021;CUADRICICLO;Bogota D.C.;1
22/09/2021;2021;CUADRICICLO;Bogota D.C.;1
30/08/2021;2021;CUADRICICLO;Bogota D.C.;1
19/07/2021;2021;AUTOMOVIL;Meta;1
18/12/2019;2019;AUTOMOVIL;Antioquia;1
12/03/2021;2021;TRICIMOTO;Valle del Cauca;1
4/05/2021;2021;CUADRICICLO;Cundinamarca;1
11/12/2021;2021;CAMIONETA;Bogota D.C.;1
26/09/2020;2020;AUTOMOVIL;Antioquia;1
6/01/2021;2021;MOTOCICLETA;Antioquia;1
11/02/2020;2020;CAMIONETA;Antioquia;1
31/07/2020;2020;CUADRICICLO;Antioquia;1
30/07/2020;2020;CUADRICICLO;Antioquia;1
31/07/2020;2020;CUADRICICLO;Antioquia;1
30/07/2020;2020;CUADRICICLO;Antioquia;1
25/03/2022;2022;CAMIONETA;Antioquia;1
21/09/2021;2021;CAMIONETA;Bogota D.C.;1
30/09/2021;2021;CAMIONETA;Bogota D.C.;1
4/08/2020;2020;CUADRICICLO;Antioquia;1
28/12/2020;2020;CUADRICICLO;Antioquia;1
28/12/2020;2020;CUADRICICLO;Antioquia;1
31/07/2020;2020;CUADRICICLO;Antioquia;1
31/07/2020;2020;CUADRICICLO;Antioquia;1
16/09/2021;2021;AUTOMOVIL;Bogota D.C.;1
19/01/2022;2022;AUTOMOVIL;Bogota D.C.;1
4/03/2022;2022;AUTOMOVIL;Bogota D.C.;1
30/03/2022;2022;AUTOMOVIL;Bogota D.C.;1
14/12/2021;2021;AUTOMOVIL;Bogota D.C.;1
30/10/2021;2021;CAMIONETA;Cundinamarca;1
4/10/2021;2021;CAMIONETA;Bogota D.C.;1
22/09/2021;2021;CAMIONETA;Bogota D.C.;1
13/12/2019;2019;AUTOMOVIL;Bogota D.C.;1
3/03/2021;2021;CUADRICICLO;Santander;1
24/12/2020;2020;CUADRICICLO;Valle del Cauca;1
12/05/2021;2021;CUADRICICLO;Antioquia;1
23/02/2022;2022;AUTOMOVIL;Bogota D.C.;1
23/12/2021;2021;CAMIONETA;Meta;1
24/12/2021;2021;CAMIONETA;Bogota D.C.;1
7/02/2022;2022;CAMIONETA;Cauca;1
7/02/2022;2022;CAMIONETA;Cauca;1
25/09/2020;2020;BUS;Cordoba;1
17/11/2021;2021;CAMIONETA;Cundinamarca;1
9/09/2019;2019;BUS;Valle del Cauca;1
9/09/2019;2019;BUS;Valle del Cauca;1
9/09/2019;2019;BUS;Valle del Cauca;1
18/11/2021;2021;CAMIONETA;Cundinamarca;1
15/04/2021;2021;CAMIONETA;Antioquia;1
9/06/2021;2021;CAMIONETA;Antioquia;1
2/02/2021;2021;CUADRICICLO;Antioquia;1
14/11/2019;2019;AUTOMOVIL;Bogota D.C.;1
20/05/2019;2019;AUTOMOVIL;Bogota D.C.;1
21/05/2019;2019;AUTOMOVIL;Bogota D.C.;1
21/05/2019;2019;AUTOMOVIL;Antioquia;1
22/05/2019;2019;AUTOMOVIL;Antioquia;1
16/05/2019;2019;AUTOMOVIL;Bogota D.C.;1
11/03/2020;2020;CAMIONETA;Antioquia;1
11/03/2020;2020;CAMIONETA;Antioquia;1
28/11/2020;2020;TRICIMOTO;Valle del Cauca;1
23/12/2020;2020;TRICIMOTO;Valle del Cauca;1
5/07/2019;2019;AUTOMOVIL;Bogota D.C.;1
28/12/2020;2020;AUTOMOVIL;Antioquia;1
18/02/2020;2020;TRICIMOTO;Valle del Cauca;1
11/05/2021;2021;CUADRICICLO;Antioquia;1
13/05/2021;2021;CUADRICICLO;Antioquia;1
11/05/2021;2021;CUADRICICLO;Antioquia;1
23/12/2019;2019;MOTOCICLETA;Antioquia;1
25/01/2022;2022;AUTOMOVIL;Bogota D.C.;1
28/10/2021;2021;AUTOMOVIL;Bogota D.C.;1
17/02/2020;2020;CAMIONETA;Bogota D.C.;1
12/03/2021;2021;AUTOMOVIL;Antioquia;1
1/10/2020;2020;AUTOMOVIL;Bogota D.C.;1
23/11/2020;2020;AUTOMOVIL;Bogota D.C.;1
28/01/2021;2021;AUTOMOVIL;Norte de Santander;1
1/02/2021;2021;BUS;Bogota D.C.;1
1/02/2021;2021;BUS;Bogota D.C.;1
1/02/2021;2021;BUS;Bogota D.C.;1
1/02/2021;2021;BUS;Bogota D.C.;1
2/02/2021;2021;BUS;Bogota D.C.;1
2/02/2021;2021;BUS;Bogota D.C.;1
2/02/2021;2021;BUS;Bogota D.C.;1
2/02/2021;2021;BUS;Bogota D.C.;1
2/02/2021;2021;BUS;Bogota D.C.;1
30/07/2019;2019;CAMIONETA;Antioquia;1
30/07/2019;2019;CAMIONETA;Antioquia;1
30/07/2019;2019;CAMIONETA;Antioquia;1
28/08/2019;2019;CAMIONETA;Antioquia;1
5/01/2021;2021;CAMIONETA;Cundinamarca;1
30/09/2020;2020;CAMIONETA;Antioquia;1
22/07/2019;2019;CAMIONETA;Antioquia;1
1/12/2021;2021;CAMIONETA;Santander;1
30/09/2020;2020;CAMIONETA;Cundinamarca;1
1/02/2021;2021;BUS;Bogota D.C.;1
1/02/2021;2021;BUS;Bogota D.C.;1
1/02/2021;2021;BUS;Bogota D.C.;1
1/02/2021;2021;BUS;Bogota D.C.;1
25/08/2020;2020;CAMIONETA;Antioquia;1
9/08/2021;2021;AUTOMOVIL;Bogota D.C.;1
25/02/2021;2021;AUTOMOVIL;Santander;1
24/02/2021;2021;AUTOMOVIL;Bogota D.C.;1
8/03/2021;2021;TRICIMOTO;Valle del Cauca;1
2/07/2020;2020;AUTOMOVIL;Cundinamarca;1
25/06/2020;2020;AUTOMOVIL;Bogota D.C.;1
12/03/2020;2020;AUTOMOVIL;Antioquia;1
10/03/2020;2020;AUTOMOVIL;Bogota D.C.;1
9/07/2021;2021;AUTOMOVIL;Antioquia;1
13/09/2019;2019;AUTOMOVIL;Antioquia;1
6/09/2019;2019;AUTOMOVIL;Bogota D.C.;1
29/07/2021;2021;CAMIONETA;Cundinamarca;1
28/12/2019;2019;BUS;Cundinamarca;1
19/03/2021;2021;AUTOMOVIL;Norte de Santander;1
30/07/2020;2020;AUTOMOVIL;Antioquia;1
2/07/2020;2020;AUTOMOVIL;Bogota D.C.;1
12/03/2021;2021;CAMION;Cundinamarca;1
6/01/2021;2021;CUADRICICLO;Bogota D.C.;1
14/11/2020;2020;CUADRICICLO;Bogota D.C.;1
28/10/2020;2020;CUADRICICLO;Bogota D.C.;1
28/05/2020;2020;CUADRICICLO;Bogota D.C.;1
20/04/2021;2021;CUADRICICLO;Bogota D.C.;1
4/03/2020;2020;CUADRICICLO;Antioquia;1
18/06/2020;2020;CUADRICICLO;Bogota D.C.;1
26/08/2020;2020;CAMIONETA;Valle del Cauca;1
15/12/2020;2020;CAMIONETA;Cundinamarca;1
30/10/2019;2019;AUTOMOVIL;Bogota D.C.;1
30/08/2019;2019;AUTOMOVIL;Bogota D.C.;1
30/10/2019;2019;AUTOMOVIL;Bogota D.C.;1
23/09/2019;2019;AUTOMOVIL;Bogota D.C.;1
31/10/2019;2019;AUTOMOVIL;Bogota D.C.;1
20/09/2019;2019;AUTOMOVIL;Bogota D.C.;1
29/01/2020;2020;AUTOMOVIL;Bogota D.C.;1
29/12/2020;2020;CUADRICICLO;Bogota D.C.;1
9/09/2019;2019;BUS;Valle del Cauca;1
7/12/2021;2021;AUTOMOVIL;Bogota D.C.;1
13/02/2020;2020;AUTOMOVIL;Antioquia;1
31/01/2022;2022;CAMION;Antioquia;1
31/01/2022;2022;CAMION;Antioquia;1
31/01/2022;2022;CAMION;Antioquia;1
31/01/2022;2022;CAMION;Antioquia;1
26/05/2021;2021;CAMIONETA;Antioquia;1
23/12/2021;2021;CAMIONETA;Cundinamarca;1
25/10/2021;2021;CAMIONETA;Antioquia;1
4/11/2021;2021;CAMIONETA;Antioquia;1
8/03/2021;2021;AUTOMOVIL;Bogota D.C.;1
7/12/2020;2020;AUTOMOVIL;Bogota D.C.;1
28/11/2020;2020;AUTOMOVIL;Bogota D.C.;1
21/08/2020;2020;TRICIMOTO;Valle del Cauca;1
3/11/2021;2021;CAMION;Antioquia;1
26/01/2022;2022;CAMION;Antioquia;1
1/02/2022;2022;CAMION;Antioquia;1
3/11/2021;2021;CAMION;Antioquia;1
5/11/2021;2021;CAMIONETA;Bogota D.C.;1
29/10/2021;2021;AUTOMOVIL;Bogota D.C.;1
12/04/2021;2021;CUADRICICLO;Cundinamarca;1
15/03/2022;2022;AUTOMOVIL;Cundinamarca;1
17/09/2021;2021;AUTOMOVIL;Valle del Cauca;1
10/12/2020;2020;MOTOCICLETA;Antioquia;1
11/12/2020;2020;AUTOMOVIL;Bogota D.C.;1
28/05/2020;2020;AUTOMOVIL;Antioquia;1
9/11/2021;2021;AUTOMOVIL;Antioquia;1
17/12/2021;2021;AUTOMOVIL;Bogota D.C.;1
3/11/2020;2020;BUS;Bogota D.C.;1
9/11/2020;2020;BUS;Bogota D.C.;1
9/11/2020;2020;BUS;Bogota D.C.;1
10/11/2020;2020;BUS;Bogota D.C.;1
24/02/2022;2022;CAMIONETA;Bogota D.C.;1
23/03/2021;2021;AUTOMOVIL;Bogota D.C.;1
17/11/2021;2021;CAMIONETA;Cundinamarca;1
17/11/2021;2021;CAMIONETA;Cundinamarca;1
19/11/2021;2021;CAMIONETA;Cundinamarca;1
4/12/2020;2020;BUS;Bogota D.C.;1
4/12/2020;2020;BUS;Bogota D.C.;1
14/11/2020;2020;BUS;Bogota D.C.;1
14/11/2020;2020;BUS;Bogota D.C.;1
4/12/2020;2020;BUS;Bogota D.C.;1
4/12/2020;2020;BUS;Bogota D.C.;1
4/12/2020;2020;BUS;Bogota D.C.;1
21/01/2022;2022;MOTOCARRO;Cundinamarca;1
4/03/2022;2022;CAMIONETA;Valle del Cauca;1
19/10/2020;2020;MOTOCICLETA;Cundinamarca;1
12/05/2021;2021;CUADRICICLO;Antioquia;1
12/05/2021;2021;CUADRICICLO;Antioquia;1
26/10/2021;2021;AUTOMOVIL;Bogota D.C.;1
7/01/2021;2021;AUTOMOVIL;Bogota D.C.;1
25/02/2021;2021;AUTOMOVIL;Santander;1
19/07/2021;2021;AUTOMOVIL;Meta;1
6/11/2021;2021;AUTOMOVIL;Cundinamarca;1
19/01/2022;2022;BUS;Bogota D.C.;1
19/01/2022;2022;BUS;Bogota D.C.;1
19/01/2022;2022;BUS;Bogota D.C.;1
8/06/2020;2020;CAMIONETA;Bogota D.C.;1
1/06/2020;2020;CAMIONETA;Bogota D.C.;1
6/06/2020;2020;CAMIONETA;Bogota D.C.;1
18/02/2022;2022;BUS;Bogota D.C.;1
31/01/2022;2022;BUS;Bogota D.C.;1
26/01/2022;2022;BUS;Bogota D.C.;1
21/01/2022;2022;BUS;Bogota D.C.;1
29/01/2022;2022;BUS;Bogota D.C.;1
14/03/2022;2022;BUS;Bogota D.C.;1
13/09/2021;2021;AUTOMOVIL;Antioquia;1
14/12/2021;2021;AUTOMOVIL;Antioquia;1
23/08/2021;2021;AUTOMOVIL;Bogota D.C.;1
23/08/2021;2021;AUTOMOVIL;Bogota D.C.;1
25/11/2021;2021;AUTOMOVIL;Antioquia;1
25/03/2022;2022;AUTOMOVIL;Antioquia;1
21/01/2022;2022;BUS;Bogota D.C.;1
10/02/2022;2022;BUS;Bogota D.C.;1
24/01/2022;2022;BUS;Bogota D.C.;1
26/01/2022;2022;BUS;Bogota D.C.;1
9/12/2021;2021;CAMIONETA;Antioquia;1
9/12/2021;2021;CAMIONETA;Antioquia;1
3/12/2021;2021;MOTOCARRO;Cundinamarca;1
7/12/2021;2021;AUTOMOVIL;Valle del Cauca;1
1/02/2022;2022;BUS;Bogota D.C.;1
26/01/2022;2022;BUS;Bogota D.C.;1
24/01/2022;2022;BUS;Bogota D.C.;1
1/02/2022;2022;BUS;Bogota D.C.;1
1/02/2022;2022;BUS;Bogota D.C.;1
19/02/2022;2022;BUS;Bogota D.C.;1
5/02/2022;2022;BUS;Bogota D.C.;1
13/02/2021;2021;CAMIONETA;Antioquia;1
31/01/2022;2022;BUS;Bogota D.C.;1
18/02/2022;2022;BUS;Bogota D.C.;1
1/02/2022;2022;BUS;Bogota D.C.;1
24/01/2022;2022;BUS;Bogota D.C.;1
30/06/2021;2021;AUTOMOVIL;Bogota D.C.;1
3/12/2021;2021;MOTOCARRO;Cundinamarca;1
3/12/2021;2021;MOTOCARRO;Cundinamarca;1
10/11/2021;2021;MOTOCARRO;Cundinamarca;1
24/01/2022;2022;BUS;Bogota D.C.;1
26/01/2022;2022;BUS;Bogota D.C.;1
1/02/2022;2022;BUS;Bogota D.C.;1
18/02/2022;2022;BUS;Bogota D.C.;1
21/12/2020;2020;MOTOCARRO;Valle del Cauca;1
29/12/2020;2020;CAMIONETA;Cundinamarca;1
29/12/2020;2020;CAMIONETA;Cundinamarca;1
21/12/2021;2021;AUTOMOVIL;Bogota D.C.;1
11/11/2020;2020;BUS;Bogota D.C.;1
11/11/2020;2020;BUS;Bogota D.C.;1
11/11/2020;2020;BUS;Bogota D.C.;1
11/11/2020;2020;BUS;Bogota D.C.;1
11/11/2020;2020;BUS;Bogota D.C.;1
13/11/2020;2020;BUS;Bogota D.C.;1
13/11/2020;2020;BUS;Bogota D.C.;1
13/11/2020;2020;BUS;Bogota D.C.;1
11/11/2020;2020;BUS;Bogota D.C.;1
11/11/2020;2020;BUS;Bogota D.C.;1
11/11/2020;2020;BUS;Bogota D.C.;1
11/11/2020;2020;BUS;Bogota D.C.;1
3/12/2020;2020;BUS;Bogota D.C.;1
13/11/2020;2020;BUS;Bogota D.C.;1
21/12/2020;2020;CAMIONETA;Valle del Cauca;1
29/12/2020;2020;BUS;Valle del Cauca;1
29/12/2020;2020;BUS;Valle del Cauca;1
19/11/2020;2020;TRICIMOTO;Valle del Cauca;1
6/01/2022;2022;AUTOMOVIL;Antioquia;1
13/12/2021;2021;AUTOMOVIL;Bogota D.C.;1
7/12/2021;2021;CAMIONETA;Bogota D.C.;1
2/12/2021;2021;CAMIONETA;Atlantico;1
18/01/2022;2022;CAMIONETA;Antioquia;1
9/02/2022;2022;AUTOMOVIL;Bogota D.C.;1
15/01/2022;2022;BUS;Bogota D.C.;1
15/01/2022;2022;BUS;Bogota D.C.;1
15/01/2022;2022;BUS;Bogota D.C.;1
15/01/2022;2022;BUS;Bogota D.C.;1
15/01/2022;2022;BUS;Bogota D.C.;1
15/01/2022;2022;BUS;Bogota D.C.;1
15/01/2022;2022;BUS;Bogota D.C.;1
15/01/2022;2022;BUS;Bogota D.C.;1
30/12/2021;2021;BUS;Bogota D.C.;1
15/01/2022;2022;BUS;Bogota D.C.;1
15/01/2022;2022;BUS;Bogota D.C.;1
15/01/2022;2022;BUS;Bogota D.C.;1
29/12/2021;2021;CAMION;Antioquia;1
29/12/2021;2021;CAMION;Antioquia;1
29/03/2021;2021;CAMIONETA;Valle del Cauca;1
29/12/2021;2021;AUTOMOVIL;Cundinamarca;1
30/11/2021;2021;AUTOMOVIL;Antioquia;1
26/02/2022;2022;AUTOMOVIL;Antioquia;1
13/11/2020;2020;BUS;Bogota D.C.;1
19/11/2020;2020;BUS;Bogota D.C.;1
19/11/2020;2020;BUS;Bogota D.C.;1
19/11/2020;2020;BUS;Bogota D.C.;1
30/10/2021;2021;AUTOMOVIL;Valle del Cauca;1
30/11/2021;2021;AUTOMOVIL;Bogota D.C.;1
16/12/2021;2021;CAMIONETA;Bogota D.C.;1
23/08/2021;2021;CAMIONETA;Antioquia;1
23/12/2021;2021;CAMIONETA;Antioquia;1
14/05/2021;2021;MOTOCARRO;Cundinamarca;1
14/05/2021;2021;MOTOCARRO;Cundinamarca;1
18/12/2019;2019;MOTOCICLETA;Bogota D.C.;1
28/12/2020;2020;CUADRICICLO;Antioquia;1
23/10/2020;2020;CUADRICICLO;Antioquia;1
28/12/2020;2020;CUADRICICLO;Antioquia;1
30/12/2020;2020;CUADRICICLO;Antioquia;1
28/12/2020;2020;CUADRICICLO;Antioquia;1
23/10/2020;2020;CUADRICICLO;Antioquia;1
30/07/2020;2020;CUADRICICLO;Antioquia;1
30/07/2020;2020;CUADRICICLO;Antioquia;1
31/07/2020;2020;CUADRICICLO;Antioquia;1
28/12/2020;2020;CUADRICICLO;Antioquia;1
28/12/2020;2020;CUADRICICLO;Antioquia;1
3/12/2020;2020;BUS;Bogota D.C.;1
3/12/2020;2020;BUS;Bogota D.C.;1
3/12/2020;2020;BUS;Bogota D.C.;1
3/12/2020;2020;BUS;Bogota D.C.;1
4/12/2020;2020;BUS;Bogota D.C.;1
3/12/2020;2020;BUS;Bogota D.C.;1
3/03/2021;2021;MOTOCARRO;Cundinamarca;1
3/12/2020;2020;BUS;Bogota D.C.;1
14/08/2021;2021;AUTOMOVIL;Bogota D.C.;1
2/08/2021;2021;CUADRICICLO;Santander;1
18/01/2022;2022;CAMIONETA;Cundinamarca;1
28/12/2021;2021;CAMIONETA;Cundinamarca;1
31/01/2020;2020;AUTOMOVIL;Bogota D.C.;1
29/01/2020;2020;AUTOMOVIL;Bogota D.C.;1
21/01/2022;2022;AUTOMOVIL;Bogota D.C.;1
4/01/2022;2022;CAMIONETA;Santander;1
8/02/2022;2022;CAMIONETA;Cundinamarca;1
19/02/2022;2022;CAMIONETA;Antioquia;1
10/11/2020;2020;CAMIONETA;Bogota D.C.;1
20/03/2020;2020;CAMIONETA;Antioquia;1
5/03/2022;2022;CAMIONETA;Bogota D.C.;1
10/11/2021;2021;CAMIONETA;Antioquia;1
3/12/2021;2021;MOTOCICLETA;Antioquia;1
29/11/2021;2021;CUADRICICLO;Bogota D.C.;1
25/09/2020;2020;BUS;Cordoba;1
15/09/2020;2020;CAMION;Antioquia;1
15/09/2020;2020;CAMION;Antioquia;1
18/09/2020;2020;CAMION;Cundinamarca;1
17/12/2020;2020;CAMION;Antioquia;1
9/03/2020;2020;CAMION;Cundinamarca;1
26/03/2021;2021;CAMION;Antioquia;1
19/07/2021;2021;CAMION;Antioquia;1
9/07/2020;2020;CAMION;Antioquia;1
10/05/2021;2021;CAMION;Antioquia;1
9/07/2020;2020;CAMION;Antioquia;1
24/12/2021;2021;AUTOMOVIL;Antioquia;1
25/06/2020;2020;CAMION;Antioquia;1
24/09/2020;2020;AUTOMOVIL;Bogota D.C.;1
23/11/2021;2021;TRICIMOTO;Huila;1
27/11/2021;2021;CAMION;Antioquia;1
20/08/2020;2020;TRICIMOTO;Valle del Cauca;1
31/03/2022;2022;AUTOMOVIL;Valle del Cauca;1
28/01/2022;2022;CAMIONETA;Antioquia;1
24/11/2021;2021;CAMION;Antioquia;1
12/02/2022;2022;AUTOMOVIL;Valle del Cauca;1
14/02/2022;2022;AUTOMOVIL;Bogota D.C.;1
11/11/2021;2021;CAMIONETA;Bogota D.C.;1
2/12/2021;2021;CUADRICICLO;Antioquia;1
23/12/2021;2021;CUADRICICLO;Antioquia;1
17/12/2021;2021;CUADRICICLO;Bogota D.C.;1
25/02/2021;2021;TRICIMOTO;Cauca;1
2/11/2021;2021;AUTOMOVIL;Bogota D.C.;1
27/02/2022;2022;BUS;Bogota D.C.;1
25/03/2022;2022;BUS;Bogota D.C.;1
12/03/2022;2022;BUS;Bogota D.C.;1
10/02/2022;2022;CAMIONETA;Antioquia;1
19/01/2022;2022;CAMIONETA;Bogota D.C.;1
21/01/2022;2022;AUTOMOVIL;Bogota D.C.;1
25/01/2022;2022;CUADRICICLO;Antioquia;1
25/03/2022;2022;CUADRICICLO;Antioquia;1
25/03/2022;2022;CUADRICICLO;Antioquia;1
28/01/2022;2022;BUS;Bogota D.C.;1
28/01/2022;2022;BUS;Bogota D.C.;1
5/02/2022;2022;AUTOMOVIL;Bogota D.C.;1
20/01/2022;2022;CAMIONETA;Bogota D.C.;1
30/03/2022;2022;CAMIONETA;Bogota D.C.;1
12/02/2022;2022;CAMIONETA;Antioquia;1
16/03/2022;2022;CAMIONETA;Antioquia;1
27/02/2022;2022;BUS;Bogota D.C.;1
25/03/2022;2022;BUS;Bogota D.C.;1
26/02/2022;2022;BUS;Bogota D.C.;1
12/03/2022;2022;BUS;Bogota D.C.;1
25/02/2022;2022;AUTOMOVIL;Bogota D.C.;1
11/03/2022;2022;CAMIONETA;Antioquia;1
11/03/2022;2022;CAMIONETA;Antioquia;1
14/03/2022;2022;BUS;Bogota D.C.;1
14/03/2022;2022;BUS;Bogota D.C.;1
14/03/2022;2022;BUS;Bogota D.C.;1
14/03/2022;2022;BUS;Bogota D.C.;1
15/03/2022;2022;BUS;Bogota D.C.;1
14/03/2022;2022;BUS;Bogota D.C.;1
14/03/2022;2022;BUS;Bogota D.C.;1
18/02/2022;2022;AUTOMOVIL;Bogota D.C.;1
11/03/2022;2022;CAMIONETA;Antioquia;1
7/02/2022;2022;CUADRICICLO;Antioquia;1
14/02/2022;2022;CAMIONETA;Antioquia;1
14/02/2022;2022;CAMIONETA;Antioquia;1
10/03/2022;2022;BUS;Bolivar;1
3/02/2022;2022;AUTOMOVIL;Bogota D.C.;1
27/01/2022;2022;AUTOMOVIL;Antioquia;1
11/03/2022;2022;BUS;Bogota D.C.;1
11/03/2022;2022;BUS;Bogota D.C.;1
24/02/2022;2022;BUS;Bogota D.C.;1
22/02/2022;2022;BUS;Bogota D.C.;1
25/02/2022;2022;BUS;Bogota D.C.;1
27/01/2022;2022;BUS;Bogota D.C.;1
27/01/2022;2022;BUS;Bogota D.C.;1
26/02/2022;2022;AUTOMOVIL;Antioquia;1
11/03/2022;2022;BUS;Bogota D.C.;1
22/03/2022;2022;CAMIONETA;Santander;1
22/03/2022;2022;CAMIONETA;Santander;1
26/01/2022;2022;BUS;Bogota D.C.;1
26/01/2022;2022;BUS;Bogota D.C.;1
15/03/2022;2022;CAMIONETA;Bogota D.C.;1
28/01/2022;2022;BUS;Bogota D.C.;1
30/03/2022;2022;CAMIONETA;Bogota D.C.;1
30/03/2022;2022;CUADRICICLO;Antioquia;1
30/03/2022;2022;CUADRICICLO;Antioquia;1
16/01/2012;2012;MOTOCICLETA;Bogota D.C.;1
8/09/2010;2010;MOTOCICLETA;Bolivar;1
15/07/2010;2010;MOTOCICLETA;Antioquia;1
20/08/2010;2010;AUTOMOVIL;Bogota D.C.;1
15/07/2010;2010;MOTOCICLETA;Antioquia;1
27/10/2011;2011;MOTOCICLETA;Santander;1
23/05/2011;2011;MOTOCICLETA;Antioquia;1
25/10/2010;2010;CAMIONETA;Cundinamarca;1
30/10/2010;2010;MOTOCICLETA;Antioquia;1
19/10/2011;2011;CAMIONETA;Cundinamarca;1
25/07/2011;2011;MOTOCICLETA;Bogota D.C.;1
2/02/2011;2011;MOTOCICLETA;Antioquia;1
26/07/2011;2011;MOTOCICLETA;Antioquia;1
18/10/2011;2011;CAMIONETA;Cundinamarca;1
23/09/2013;2013;MOTOCICLETA;Bogota D.C.;1
4/09/2012;2012;MOTOCICLETA;Valle del Cauca;1
2/03/2012;2012;MOTOCICLETA;Antioquia;1
24/11/2011;2011;AUTOMOVIL;Antioquia;1
18/10/2011;2011;CAMIONETA;Cundinamarca;1
23/01/2014;2014;MOTOCICLETA;Bogota D.C.;1
18/09/2012;2012;MOTOCICLETA;Bogota D.C.;1
17/07/2012;2012;MOTOCICLETA;Valle del Cauca;1
12/05/2012;2012;MOTOCICLETA;Bogota D.C.;1
21/11/2011;2011;MOTOCICLETA;Risaralda;1
6/09/2013;2013;MOTOCICLETA;Bogota D.C.;1
7/12/2011;2011;MOTOCICLETA;Bogota D.C.;1
7/12/2011;2011;MOTOCICLETA;Bogota D.C.;1
20/01/2012;2012;MOTOCICLETA;Valle del Cauca;1
30/01/2012;2012;MOTOCICLETA;Bogota D.C.;1
15/02/2012;2012;MOTOCICLETA;Antioquia;1
21/10/2011;2011;CAMIONETA;Cundinamarca;1
27/12/2011;2011;AUTOMOVIL;Bogota D.C.;1
18/05/2012;2012;MOTOCICLETA;Bogota D.C.;1
8/11/2012;2012;MOTOCICLETA;Choco;1
6/08/2013;2013;MOTOCICLETA;Bogota D.C.;1
6/12/2012;2012;AUTOMOVIL;Bogota D.C.;1
6/12/2012;2012;AUTOMOVIL;Bogota D.C.;1
6/12/2012;2012;AUTOMOVIL;Bogota D.C.;1
24/05/2013;2013;MOTOCICLETA;Bogota D.C.;1
16/05/2013;2013;MOTOCICLETA;Antioquia;1
28/12/2012;2012;MOTOCICLETA;Antioquia;1
15/08/2013;2013;AUTOMOVIL;Bogota D.C.;1
15/08/2013;2013;AUTOMOVIL;Bogota D.C.;1
15/08/2013;2013;AUTOMOVIL;Bogota D.C.;1
30/01/2014;2014;AUTOMOVIL;Bogota D.C.;1
15/08/2013;2013;AUTOMOVIL;Bogota D.C.;1
15/08/2013;2013;AUTOMOVIL;Bogota D.C.;1
15/08/2013;2013;AUTOMOVIL;Bogota D.C.;1
28/11/2012;2012;MOTOCICLETA;Antioquia;1
31/12/2013;2013;AUTOMOVIL;Bogota D.C.;1
18/01/2013;2013;MOTOCICLETA;Antioquia;1
24/05/2013;2013;MOTOCICLETA;Bogota D.C.;1
24/05/2013;2013;MOTOCICLETA;Bogota D.C.;1
24/05/2013;2013;MOTOCICLETA;Bogota D.C.;1
24/05/2013;2013;MOTOCICLETA;Bogota D.C.;1
24/05/2013;2013;MOTOCICLETA;Bogota D.C.;1
23/05/2013;2013;MOTOCICLETA;Bogota D.C.;1
23/05/2013;2013;MOTOCICLETA;Bogota D.C.;1
24/05/2013;2013;MOTOCICLETA;Bogota D.C.;1
24/05/2013;2013;MOTOCICLETA;Bogota D.C.;1
8/02/2013;2013;MOTOCICLETA;Bogota D.C.;1
24/05/2013;2013;MOTOCICLETA;Bogota D.C.;1
24/05/2013;2013;MOTOCICLETA;Bogota D.C.;1
24/05/2013;2013;MOTOCICLETA;Bogota D.C.;1
24/05/2013;2013;MOTOCICLETA;Bogota D.C.;1
15/03/2013;2013;MOTOCICLETA;Antioquia;1
27/06/2013;2013;MOTOCICLETA;Antioquia;1
11/07/2013;2013;MOTOCICLETA;Norte de Santander;1
23/01/2014;2014;MOTOCICLETA;Bogota D.C.;1
3/09/2014;2014;MOTOCICLETA;Casanare;1
3/01/2014;2014;MOTOCICLETA;Antioquia;1
2/09/2013;2013;MOTOCICLETA;Bogota D.C.;1
17/12/2013;2013;MOTOCICLETA;Cundinamarca;1
18/12/2013;2013;MOTOCICLETA;Bogota D.C.;1
5/09/2013;2013;MOTOCICLETA;Antioquia;1
4/12/2013;2013;MOTOCICLETA;Valle del Cauca;1
14/04/2014;2014;MOTOCICLETA;Bogota D.C.;1
11/09/2013;2013;MOTOCICLETA;Bogota D.C.;1
24/06/2013;2013;MOTOCICLETA;Antioquia;1
11/09/2013;2013;MOTOCICLETA;Bogota D.C.;1
28/06/2013;2013;MOTOCICLETA;Antioquia;1
